id,name,author,type,link,linkreal,slug,linkfinal,description,short,linkfinal2
57,A Scheme for Knowledge Representation in Samskritam,P. Ramanujan,essentials,https://drive.google.com/file/d/1tddE3mX4Z-UOEY7nW5-FhQf6Hrupa3Zn/view?usp=sharing,https://drive.google.com/file/d/1tddE3mX4Z-UOEY7nW5-FhQf6Hrupa3Zn/preview,a-scheme-for-knowledge-representation-in-samskritam,/library/a-scheme-for-knowledge-representation-in-samskritam,"This paper explores the potential of utilizing traditional Samskritam shastraic literature as a sophisticated framework for knowledge representation in modern Artificial Intelligence. By examining the structural precision of ancient linguistic and logical systems—specifically Vyakarana (grammar), Nyaya (logic), and Mimamsa (interpretation)—the author proposes a technical scheme consisting of a comprehensive lexicon, an exhaustive knowledge base of sutras, and advanced analysis modules. The text emphasizes that the self-inference characteristics of Sanskrit and its rigorous ontological categorisation offer a unique, ready-made model for solving complex problems in Natural Language Processing and machine understanding. Ultimately, the work serves as a visionary bridge between classical Indian sciences and the contemporary requirements of Expert Systems and computational linguistics.",Paper exploring Sanskrit-based formal knowledge representation and semantic structuring.,/library/books/a-scheme-for-knowledge-representation-in-samskritam
58,Bhartṛhari’s Linguistic Ontology and the Semantics of Ātmanepada,Dilip Loundo,essentials,https://drive.google.com/file/d/1n9KZsS_anyTI8BZMWofVl3idUjU-Jmaw/view?usp=sharing,https://drive.google.com/file/d/1n9KZsS_anyTI8BZMWofVl3idUjU-Jmaw/preview,bhartrhari-linguistic-ontology-and-the-semantics-of-ātmanepada,/library/bhartṛhari’s-linguistic-ontology-and-the-semantics-of-ātmanepada,"In this academic article, Dilip Loundo explores the soteriological dimensions of the Sanskrit grammatical form known as ātmanepada, moving beyond mere linguistics to investigate its deeper philosophical and ontological implications. Drawing primarily on the Vākyapadīya by Bhartṛhari, the author argues that this specific verbal diathesis is not merely a technical rule but a transformative tool that suggests a purportful unity between the agent of an action and its results. By examining the concept of samvidhāna, or the act of making provisions, Loundo demonstrates how the usage of ātmanepada helps a practitioner transition from a fragmented worldly perspective to a realisation of the non-dual Brahman. Ultimately, the text positions traditional Indian grammar as a spiritual discipline capable of unveiling the foundational oneness that exists beneath the multiplicity of linguistic forms and human experiences.",Specialized study of Bhartrhari’s metaphysics of language and grammatical semantics.,/library/books/bhartrhari-linguistic-ontology-and-the-semantics-of-ātmanepada
59,Essential Coomaraswamy,Ananda Coomaraswamy,essentials,https://drive.google.com/file/d/1hQ4OMflfY02utUVfQE1O-S0YqhIcCWEA/view?usp=sharing,https://drive.google.com/file/d/1hQ4OMflfY02utUVfQE1O-S0YqhIcCWEA/preview,essential-coomaraswamy,/library/essential-coomaraswamy,,"General overview of Hindu tradition, covering its beliefs, practices, social vision, and intellectual foundations.",/library/books/essential-coomaraswamy
60,Future of Mankind,Sri Aurobindo,essentials,https://drive.google.com/file/d/1aQXaDXueakx75vMXFA_o6_qO0ZCUe0UU/view?usp=sharing,https://drive.google.com/file/d/1aQXaDXueakx75vMXFA_o6_qO0ZCUe0UU/preview,future-of-mankind,/library/future-of-mankind,,Civilizational reflection arguing for a spiritually grounded future rooted in perennial wisdom.,/library/books/future-of-mankind
61,Hindu Dharma,S. Radhakrishnan,essentials,https://drive.google.com/file/d/1IAJojnZld8U84tNW74FGwuDgGpqDlG6j/view?usp=sharing,https://drive.google.com/file/d/1IAJojnZld8U84tNW74FGwuDgGpqDlG6j/preview,hindu-dharma,/library/hindu-dharma,,"General account of Hindu dharma, its philosophical foundations, social vision, and practical disciplines.",/library/books/hindu-dharma
62,The Beautiful Tree,Dharampal,essentials,https://drive.google.com/file/d/1VvhuVLEPlGNd8lL-TLBkbqFvs4G96ZUU/view?usp=sharing,https://drive.google.com/file/d/1VvhuVLEPlGNd8lL-TLBkbqFvs4G96ZUU/preview,the-beautiful-tree,/library/the-beautiful-tree,,Historical argument about indigenous education in India before colonial disruption.,/library/books/the-beautiful-tree
63,The Knowledge Structure in the Amarakosha,Sivaja S. Nair,essentials,https://drive.google.com/file/d/19CJN5bcNq1UndBLxk5eyWNQdeZe-0bcY/view?usp=sharing,https://drive.google.com/file/d/19CJN5bcNq1UndBLxk5eyWNQdeZe-0bcY/preview,the-knowledge-structure-in-the-amarakosha,/library/the-knowledge-structure-in-the-amarakosha,,"Study of how the Amarakosha encodes categories, semantic relations, and systems of knowledge.",/library/books/the-knowledge-structure-in-the-amarakosha
64,The Vedas,Chandrasekharendra Saraswati,essentials,https://drive.google.com/file/d/1mi0sHxhYjrn3iSl8SUYxZ5BmQtdEXdOc/view?usp=sharing,https://drive.google.com/file/d/1mi0sHxhYjrn3iSl8SUYxZ5BmQtdEXdOc/preview,the-vedas,/library/the-vedas,,"General introduction to the Vedas, outlining their structure, themes, ritual setting, and long civilizational influence.",/library/books/the-vedas
65,Vākyapadīya,Bhartṛhari,essentials,https://drive.google.com/file/d/1LUf8YkhS7vF5m-9yvZymcidNXFKwE0Ff/view?usp=sharing,https://drive.google.com/file/d/1LUf8YkhS7vF5m-9yvZymcidNXFKwE0Ff/preview,vakyapadiya,/library/vakyapadiya,,"Foundational work of Bhartrhari on language, meaning, cognition, and the philosophy of linguistic unity.",/library/books/vakyapadiya
66,64 Arts in Ancient India,Anil Baran Ganguly,iks,https://drive.google.com/file/d/1guRUQOcOGyvMAGBJ3mcHTpQPpo9Am1Af/view?usp=sharing,https://drive.google.com/file/d/1guRUQOcOGyvMAGBJ3mcHTpQPpo9Am1Af/preview,64-arts-in-ancient-india,/library/64-arts-in-ancient-india,"This document explores the historical and cultural significance of the Sixty-Four Arts in Ancient India, a diverse collection of skills that defined a person of culture in antiquity. The text serves as an analytical guide to these kalās, which range from fine arts like music and painting to practical crafts, magic, and domestic sciences. By drawing on classical authorities such as Vātsyāyana’s Kāmasūtra, the author seeks to systematically classify these scattered traditions into a coherent study of ancient Indology.",Survey of the classical list of sixty-four arts and what it reveals about education and cultured accomplishment.,/library/books/64-arts-in-ancient-india
67,Amarakośaḥ Devanāgarī,Amarasiṃha,iks,https://drive.google.com/file/d/1Mo71tFXX4BI5sQWKhgdwN5jVXuyS_Yi0/view?usp=sharing,https://drive.google.com/file/d/1Mo71tFXX4BI5sQWKhgdwN5jVXuyS_Yi0/preview,amarakosha-devanagari,/library/amarakosha-devanagari,,Devanagari text of the Amarakosha for direct study of the classical Sanskrit lexicon.,/library/books/amarakosha-devanagari
68,Amarakosha English Translation,NG Sardesai,iks,https://drive.google.com/file/d/1Pc9OnqswOOwsPUAw6CKsnR5P0EiVJrcI/view?usp=sharing,https://drive.google.com/file/d/1Pc9OnqswOOwsPUAw6CKsnR5P0EiVJrcI/preview,amarakosha-english-translation,/library/amarakosha-english-translation,,"English translation of the Amarakosha, the classical Sanskrit lexicon arranged by semantic groupings.",/library/books/amarakosha-english-translation
69,Art Experience,M Hiriyanna,iks,https://drive.google.com/file/d/135wam3QUzI78yAh1vj2DTc3wjsFT1Q-6/view?usp=sharing,https://drive.google.com/file/d/135wam3QUzI78yAh1vj2DTc3wjsFT1Q-6/preview,art-experience,/library/art-experience,,"Reflection on art, meaning, symbolism, and the experience of beauty in Indian thought.",/library/books/art-experience
70,Hindustani Music,Lakshmi Sreeram,iks,https://drive.google.com/file/d/1s4kYAc9B3M0YfLORIEIaSO3s6YW0KyrU/view?usp=sharing,https://drive.google.com/file/d/1s4kYAc9B3M0YfLORIEIaSO3s6YW0KyrU/preview,hindustani-music,/library/hindustani-music,,"Overview of Hindustani music theory, form, pedagogy, and performance practice.",/library/books/hindustani-music
71,Historical Methods,Shonaleeka Kaul,iks,https://drive.google.com/file/d/1uqEwYY1DtB5lGyz8bYNrkqo9NuXZK8on/view?usp=sharing,https://drive.google.com/file/d/1uqEwYY1DtB5lGyz8bYNrkqo9NuXZK8on/preview,historical-methods,/library/historical-methods,,Discussion of historical method with relevance to Sanskrit and Indian civilizational sources.,/library/books/historical-methods
72,Ideas of History in Sanskrit Literature,RC Majumdar,iks,https://drive.google.com/file/d/1_4L9DDvP2fl8w2DIo8zvqTh3Ok-kabGJ/view?usp=sharing,https://drive.google.com/file/d/1_4L9DDvP2fl8w2DIo8zvqTh3Ok-kabGJ/preview,ideas-of-history-in-sanskrit-literature,/library/ideas-of-history-in-sanskrit-literature,,"Study of how historical consciousness appears in Sanskrit narrative, genealogy, and literary memory.",/library/books/ideas-of-history-in-sanskrit-literature
73,Illustrated Amarakosha in 4 Languages,Dr. H Madhav,iks,https://drive.google.com/file/d/18PTykhdjmHOX6LFy_445EhLEQsygTIsZ/view?usp=sharing,https://drive.google.com/file/d/18PTykhdjmHOX6LFy_445EhLEQsygTIsZ/preview,illustrated-amarakosha-in-4-languages,/library/illustrated-amarakosha-in-4-languages,,Multilingual and illustrated presentation of the Amarakosha for comparative and pedagogical use.,/library/books/illustrated-amarakosha-in-4-languages
74,Indian Concept of Performance,Bharat Gupt,iks,https://drive.google.com/file/d/1huvoPNcgjgVtrQTPdPA7z1iNbc3TjJFS/view?usp=sharing,https://drive.google.com/file/d/1huvoPNcgjgVtrQTPdPA7z1iNbc3TjJFS/preview,indian-concept-of-performance,/library/indian-concept-of-performance,,Study of performance as a conceptual and embodied category in Indian aesthetic theory.,/library/books/indian-concept-of-performance
75,Introduction to IKS,Kapil Kapoor,iks,https://drive.google.com/file/d/1RCURhZLxH8kwLZyzjmgCRGP7zOoKMksi/view?usp=sharing,https://drive.google.com/file/d/1RCURhZLxH8kwLZyzjmgCRGP7zOoKMksi/preview,introduction-to-iks,/library/introduction-to-iks,,"Survey introduction to Indian Knowledge Systems and their major domains, methods, and categories.",/library/books/introduction-to-iks
76,Introduction to Sanskrit Shabdamitra,"Kulkarni, Joshi et al",iks,https://drive.google.com/file/d/1JWP9UAlTdy9yGRDJxsZqQbicBtEp9vdt/view?usp=sharing,https://drive.google.com/file/d/1JWP9UAlTdy9yGRDJxsZqQbicBtEp9vdt/preview,introduction-to-sanskrit-shabdamitra,/library/introduction-to-sanskrit-shabdamitra,,"Introductory Sanskrit learning aid focused on vocabulary, forms, and basic usage.",/library/books/introduction-to-sanskrit-shabdamitra
77,"Language and Reality, World View of the Nyaya-Vaisesika System of Indian Philosophy",VN Jha,iks,https://drive.google.com/file/d/1DVFHqbViZltXHdn3in4VYJ2IWYJXW-Hd/view?usp=sharing,https://drive.google.com/file/d/1DVFHqbViZltXHdn3in4VYJ2IWYJXW-Hd/preview,language-and-reality-world-view-of-the-nyaya-vaisesika-system-of-indian-philosophy,/library/language-and-reality-world-view-of-the-nyaya-vaisesika-system-of-indian-philosophy,,"Study of how Nyaya-Vaisheshika links language, ontology, and realism.",/library/books/language-and-reality-world-view-of-the-nyaya-vaisesika-system-of-indian-philosophy
78,On Natyashastra,Bharat Gupt,iks,https://drive.google.com/file/d/1Ny3kgUqHSHBHymUWMHl_9tmLr7vZ9Hyv/view?usp=sharing,https://drive.google.com/file/d/1Ny3kgUqHSHBHymUWMHl_9tmLr7vZ9Hyv/preview,on-natyashastra,/library/on-natyashastra,,"Introductory or interpretive study of the Natyashastra and its framework for drama, performance, and rasa.",/library/books/on-natyashastra
79,On the Nature of Mathematics and Scientific Knowledge in Indian Tradition,MD Srinivas,iks,https://drive.google.com/file/d/1P0-yG9CrDnptJrEeQN6UmL0hzU4j1oRp/view?usp=sharing,https://drive.google.com/file/d/1P0-yG9CrDnptJrEeQN6UmL0hzU4j1oRp/preview,on-the-nature-of-mathematics-and-scientific-knowledge-in-indian-tradition,/library/on-the-nature-of-mathematics-and-scientific-knowledge-in-indian-tradition,,"Study of how Indian traditions theorized mathematics, knowledge, and scientific reasoning.",/library/books/on-the-nature-of-mathematics-and-scientific-knowledge-in-indian-tradition
80,The Kalās,A Venkatasubbiah,iks,https://drive.google.com/file/d/1avYnodi1hCBWD6JaZL3ERa_HljqqbP4y/view?usp=sharing,https://drive.google.com/file/d/1avYnodi1hCBWD6JaZL3ERa_HljqqbP4y/preview,the-kalas,/library/the-kalas,,"Work on Indian Knowledge Systems, bringing traditional categories into conversation with practice, theory, or pedagogy.",/library/books/the-kalas
81,A Practical Sanskrit Introductory,C Wikner,sanskrit,https://drive.google.com/file/d/1eAMCw6xYNSb_wZbROj3WhztTJ6aMzACg/view?usp=sharing,https://drive.google.com/file/d/1eAMCw6xYNSb_wZbROj3WhztTJ6aMzACg/preview,a-practical-sanskrit-introductory,/library/a-practical-sanskrit-introductory,"This educational manual provides a comprehensive introduction to Sanskrit, focusing on a practical, intuitive grasp of the language rather than the mechanical memorisation of rules. The text is systematically divided into lessons that address the alphabet and phonetics (Svara and Vyañjana), the nuances of sentence structure and inflection, and the complex principles of euphonic combination known as Sandhi. By integrating grammatical theory with flashcards and exercises, the guide equips students with the essential tools to navigate Monier-Williams’ etymological dictionary and the Dhātu-Pātha. Ultimately, the course serves as a bridge to the study of sacred scriptures, encouraging learners to look past literal translations to find the profound spiritual meaning embedded within the etymology of the original Sanskrit roots.",Beginner-oriented introduction to Sanskrit language and basic grammar.,/library/books/a-practical-sanskrit-introductory
82,Sanskrit Grammar,WD Whitney,sanskrit,https://drive.google.com/file/d/1YPbMWcvJPabh_V9pvXDeYLeuheLRL7j7/view?usp=sharing,https://drive.google.com/file/d/1YPbMWcvJPabh_V9pvXDeYLeuheLRL7j7/preview,sanskrit-grammar,/library/sanskrit-grammar,,"Reference-style overview of Sanskrit grammar, inflection, and syntax.",/library/books/sanskrit-grammar
83,Agni Purana,,scriptural,https://drive.google.com/file/d/1s-BkpsITKQ3GCPSGgJ_zILBv5Xk645GA/view?usp=sharing,https://drive.google.com/file/d/1s-BkpsITKQ3GCPSGgJ_zILBv5Xk645GA/preview,agni-purana,/library/agni-purana,"Agni Purana, an ancient encyclopaedic scripture that outlines the essential knowledge of the Brahman as narrated by the fire-god Agni. It serves as an extensive manual for religious ritual and temple architecture, detailing the precise methods for consecrating idols, constructing sacred edifices, and performing purification rites. Beyond theology, the text encompasses a vast array of secular and practical subjects, including military strategy, the medicinal properties of plants, the governance of a kingdom, and the complex laws of inheritance and judicial disputes. Ultimately, the work functions as a spiritual and worldly guide, aiming to provide the reader with the tools for both earthly prosperity and final emancipation from the cycle of existence.","Edition or translation of the Agni Purana, an encyclopedic Purana covering cosmology, ritual, iconography, kingship, and sacred practice.",/library/books/agni-purana
84,Aitareya Upanishad,,scriptural,https://drive.google.com/file/d/1uD7CZTqpqF29hZce2pdlEQlMwN8jnIDL/view?usp=sharing,https://drive.google.com/file/d/1uD7CZTqpqF29hZce2pdlEQlMwN8jnIDL/preview,aitareya-upanishad,/library/aitareya-upanishad,"This 1923 publication represents the fifth volume in a series dedicated to providing an English translation of the Aitareya and Taittiriya Upanishads, accompanied by the influential commentary of Sri Sankara. Published in Madras by V. C. Seshacharri and dedicated to the prominent theosophist Dr Annie Besant, the work aims to bridge the gap between ancient Sanskrit philosophy and modern English-speaking audiences through a rigorous yet accessible rendering. The text emphasizes that emancipation is achieved through knowledge alone, specifically the realization of the A'tman or the Supreme Self, rather than through ritualistic actions or worldly deeds. Within these pages, the unity of Brahman is explored as the ultimate reality that transcends the distinctions of the material world, offering a path to fearlessness and immortality by removing the illusions of ignorance. Ultimately, the volume serves as both a scholarly resource and a spiritual guide, preserving the profound insights of Eastern religious philosophy for a global readership.","English edition or translation of the Aitareya Upanishad, highlighting creation, consciousness, and the identity of the self with ultimate reality.",/library/books/aitareya-upanishad
85,Bhagavata Purana,,scriptural,https://drive.google.com/file/d/17UCt2G9nPBw3wde2YVmyhIM3WysNJjPC/view?usp=sharing,https://drive.google.com/file/d/17UCt2G9nPBw3wde2YVmyhIM3WysNJjPC/preview,bhagavata-purana,/library/bhagavata-purana,,"Edition or translation of the Bhagavata Purana, a major Vaishnava Purana centered on Krishna, bhakti, cosmology, and liberation.",/library/books/bhagavata-purana
86,Brahma Purana,,scriptural,https://drive.google.com/file/d/1iJZbIVRa92DpHJ3OuInbxmujMa09mgGi/view?usp=sharing,https://drive.google.com/file/d/1iJZbIVRa92DpHJ3OuInbxmujMa09mgGi/preview,brahma-purana,/library/brahma-purana,,"Edition or translation of the Brahma Purana, creation narratives, sacred geography, pilgrimage, ritual life, and dynastic lore.",/library/books/brahma-purana
87,Brahmanda Purana,,scriptural,https://drive.google.com/file/d/1cE-vLOPRLz6hVsVS7-sI_xX6TWPiIKBQ/view?usp=sharing,https://drive.google.com/file/d/1cE-vLOPRLz6hVsVS7-sI_xX6TWPiIKBQ/preview,brahmanda-purana,/library/brahmanda-purana,,"Edition or translation of the Brahmanda Purana, cosmology, cycles of time, genealogies, and later devotional theology.",/library/books/brahmanda-purana
88,Brhadaranyak Upanishad,,scriptural,https://drive.google.com/file/d/12NqFEUQzW9uhLdl83qEmEeMHcFVrg8Mj/view?usp=sharing,https://drive.google.com/file/d/12NqFEUQzW9uhLdl83qEmEeMHcFVrg8Mj/preview,brhadaranyak-upanishad,/library/brhadaranyak-upanishad,,"English edition or translation of the Brhadaranyak Upanishad, highlighting selfhood, negation, sacrifice, and the search for brahman.",/library/books/brhadaranyak-upanishad
89,Chandogya Upanishad,,scriptural,https://drive.google.com/file/d/1fszMypL_NvM4JgsMA0QJUO8QBHNT4nBy/view?usp=sharing,https://drive.google.com/file/d/1fszMypL_NvM4JgsMA0QJUO8QBHNT4nBy/preview,chandogya-upanishad,/library/chandogya-upanishad,,"English edition or translation of the Chandogya Upanishad, highlighting meditation, sacred speech, ritual symbolism, and the teaching of tat tvam asi.",/library/books/chandogya-upanishad
90,Garuda Purana,,scriptural,https://drive.google.com/file/d/1fH67zUUVd_vzn6qEGndIN4UowLLhtw_M/view?usp=sharing,https://drive.google.com/file/d/1fH67zUUVd_vzn6qEGndIN4UowLLhtw_M/preview,garuda-purana,/library/garuda-purana,,"Edition or translation of the Garuda Purana, afterlife teachings, funerary rites, ethics, cosmology, and Vaishnava doctrine.",/library/books/garuda-purana
91,Geography of the Puranas,MA Ali,scriptural,https://drive.google.com/file/d/1_ydcBSJ51t4GgQtNIIuQ-gOZV_hA5FTn/view?usp=sharing,https://drive.google.com/file/d/1_ydcBSJ51t4GgQtNIIuQ-gOZV_hA5FTn/preview,geography-of-the-puranas,/library/geography-of-the-puranas,,"Edition or translation of the Geography of the Puranas, a Purana text combining mythology, cosmology, ritual observance, and sacred geography.",/library/books/geography-of-the-puranas
92,Harivansha Purana,,scriptural,https://drive.google.com/file/d/1oVPgSeJ9oEQZ9ybdAH8p8QOnrxPRAVz6/view?usp=sharing,https://drive.google.com/file/d/1oVPgSeJ9oEQZ9ybdAH8p8QOnrxPRAVz6/preview,harivansha-purana,/library/harivansha-purana,,"Edition or translation of the Harivansha Purana, Krishna lineage narratives and cosmological material closely tied to the Mahabharata tradition.",/library/books/harivansha-purana
93,Isha Upanishad,,scriptural,https://drive.google.com/file/d/1T5GP-VdefS43HqaECrErbMmIx5JmzSwW/view?usp=sharing,https://drive.google.com/file/d/1T5GP-VdefS43HqaECrErbMmIx5JmzSwW/preview,isha-upanishad,/library/isha-upanishad,,"English edition or translation of the Isha Upanishad, highlighting renunciation, action, inner self, and the relation between knowledge and world-engagement.",/library/books/isha-upanishad
94,Katha Upanishad,,scriptural,https://drive.google.com/file/d/1ZNcHFtFCTX_wPuJ7elnN2gvqq2nNDnP7/view?usp=sharing,https://drive.google.com/file/d/1ZNcHFtFCTX_wPuJ7elnN2gvqq2nNDnP7/preview,katha-upanishad,/library/katha-upanishad,,"English edition or translation of the Katha Upanishad, highlighting death, the self, disciplined choice, and liberation through insight.",/library/books/katha-upanishad
95,Kena Upanishad,,scriptural,https://drive.google.com/file/d/15sq0Cx-3hV-iF7F0styMnuewYU1ZG_fl/view?usp=sharing,https://drive.google.com/file/d/15sq0Cx-3hV-iF7F0styMnuewYU1ZG_fl/preview,kena-upanishad,/library/kena-upanishad,,"English edition or translation of the Kena Upanishad, highlighting the limits of ordinary cognition and the grounding of mind and speech in brahman.",/library/books/kena-upanishad
96,Kurma Purana,,scriptural,https://drive.google.com/file/d/1JUhP9jMLDFqIaS5oynB-K35E0oDMgaAH/view?usp=sharing,https://drive.google.com/file/d/1JUhP9jMLDFqIaS5oynB-K35E0oDMgaAH/preview,kurma-purana,/library/kurma-purana,,"Edition or translation of the Kurma Purana, cosmology, pilgrimage, dharma, and sectarian theology in dialogic form.",/library/books/kurma-purana
97,Linga Purana,,scriptural,https://drive.google.com/file/d/17He7PLaXOLyDwIOAZyMwX5xElPiTwLEv/view?usp=sharing,https://drive.google.com/file/d/17He7PLaXOLyDwIOAZyMwX5xElPiTwLEv/preview,linga-purana,/library/linga-purana,,"Edition or translation of the Linga Purana, Shaiva theology of the linga alongside cosmology, vows, and sacred geography.",/library/books/linga-purana
98,Maitrayaniya Upanishad,,scriptural,https://drive.google.com/file/d/1i-MVcGFrSI3vLO_kiSl6VY-cFY6bAiHq/view?usp=sharing,https://drive.google.com/file/d/1i-MVcGFrSI3vLO_kiSl6VY-cFY6bAiHq/preview,maitrayaniya-upanishad,/library/maitrayaniya-upanishad,,"English edition or translation of the Maitrayaniya Upanishad, highlighting self-knowledge, mind, time, cosmology, and yogic discipline.",/library/books/maitrayaniya-upanishad
99,Mandukya Upanishad,,scriptural,https://drive.google.com/file/d/1J_AlFNFN2Ql8oW3BIXQg29FN0synysJK/view?usp=sharing,https://drive.google.com/file/d/1J_AlFNFN2Ql8oW3BIXQg29FN0synysJK/preview,mandukya-upanishad,/library/mandukya-upanishad,,"English edition or translation of the Mandukya Upanishad, highlighting Om, waking-dream-sleep states, and the non-dual fourth state.",/library/books/mandukya-upanishad
100,Markandeya Purana,,scriptural,https://drive.google.com/file/d/17qu-HCQUvoX-BUHNF59o77FFNBLFripq/view?usp=sharing,https://drive.google.com/file/d/17qu-HCQUvoX-BUHNF59o77FFNBLFripq/preview,markandeya-purana,/library/markandeya-purana,,"Edition or translation of the Markandeya Purana, mythic and ethical narrative best known for the Devi Mahatmya and broader cosmological material.",/library/books/markandeya-purana
101,Matsya Purana,,scriptural,https://drive.google.com/file/d/1ug_MQnXPtP48Fz0yF55O2TkzZvjAhYhr/view?usp=sharing,https://drive.google.com/file/d/1ug_MQnXPtP48Fz0yF55O2TkzZvjAhYhr/preview,matsya-purana,/library/matsya-purana,,"Edition or translation of the Matsya Purana, the flood myth together with temple, iconographic, genealogical, and pilgrimage material.",/library/books/matsya-purana
102,Mundaka Upanishad,,scriptural,https://drive.google.com/file/d/1ppbiiU3GpwKLMipmFc4KBNspxXd9gvAP/view?usp=sharing,https://drive.google.com/file/d/1ppbiiU3GpwKLMipmFc4KBNspxXd9gvAP/preview,mundaka-upanishad,/library/mundaka-upanishad,,"English edition or translation of the Mundaka Upanishad, highlighting higher and lower knowledge, brahman, renunciation, and liberation.",/library/books/mundaka-upanishad
103,Narada Purana,,scriptural,https://drive.google.com/file/d/1jGS76XitYSECoS2kmNhMiRaDc1O3-pG6/view?usp=sharing,https://drive.google.com/file/d/1jGS76XitYSECoS2kmNhMiRaDc1O3-pG6/preview,narada-purana,/library/narada-purana,,"Edition or translation of the Narada Purana, ritual, devotion, pilgrimage, and religious observance in a Purana compendium format.",/library/books/narada-purana
104,Padma Purana,,scriptural,https://drive.google.com/file/d/15GkjGuQitTueHK4q-36bdPivtjqHCL7R/view?usp=sharing,https://drive.google.com/file/d/15GkjGuQitTueHK4q-36bdPivtjqHCL7R/preview,padma-purana,/library/padma-purana,,"Edition or translation of the Padma Purana, creation, pilgrimage, dharma, sacred places, and large Vaishnava devotional sections.",/library/books/padma-purana
105,Prashna Upanishad,,scriptural,https://drive.google.com/file/d/1WkIBhFaioNogeWWT3Ty-GQodnl8sz36p/view?usp=sharing,https://drive.google.com/file/d/1WkIBhFaioNogeWWT3Ty-GQodnl8sz36p/preview,prashna-upanishad,/library/prashna-upanishad,,"English edition or translation of the Prashna Upanishad, highlighting six questions on prana, cosmology, Om, and the inner self.",/library/books/prashna-upanishad
106,Shiva Purana,,scriptural,https://drive.google.com/file/d/19edtBRnMu8nNr4ffaxK7W868xC8bxHBf/view?usp=sharing,https://drive.google.com/file/d/19edtBRnMu8nNr4ffaxK7W868xC8bxHBf/preview,shiva-purana,/library/shiva-purana,,"Edition or translation of the Shiva Purana, myths, worship, cosmology, and theology centered on Shiva.",/library/books/shiva-purana
107,Skanda Purana,,scriptural,https://drive.google.com/file/d/1Gg2jPa3WQgFg9F_2JTNXMvBCSdyFeYoa/view?usp=sharing,https://drive.google.com/file/d/1Gg2jPa3WQgFg9F_2JTNXMvBCSdyFeYoa/preview,skanda-purana,/library/skanda-purana,,"Edition or translation of the Skanda Purana, a vast pilgrimage-oriented Purana organized around sacred geography and regional mahatmyas.",/library/books/skanda-purana
108,Taittiriya Upanishad,,scriptural,https://drive.google.com/file/d/1V2HS5_4HPz-v22u6ENuN9h4uqrsABDUb/view?usp=sharing,https://drive.google.com/file/d/1V2HS5_4HPz-v22u6ENuN9h4uqrsABDUb/preview,taittiriya-upanishad,/library/taittiriya-upanishad,,"English edition or translation of the Taittiriya Upanishad, highlighting the sheaths of the self, brahman as bliss, and the transmission of Vedic learning.",/library/books/taittiriya-upanishad
109,Vamana Purana,,scriptural,https://drive.google.com/file/d/1kDdyCqQukKnfbwQpoSNZBrd1dbpjUf0S/view?usp=sharing,https://drive.google.com/file/d/1kDdyCqQukKnfbwQpoSNZBrd1dbpjUf0S/preview,vamana-purana,/library/vamana-purana,,"Edition or translation of the Vamana Purana, mythic narrative, pilgrimage, and Vaishnava themes around the Vamana tradition.",/library/books/vamana-purana
110,Varaha Purana,,scriptural,https://drive.google.com/file/d/1TM-iGkOTNtq62LmsUuEFNno7TD-Z9iFp/view?usp=sharing,https://drive.google.com/file/d/1TM-iGkOTNtq62LmsUuEFNno7TD-Z9iFp/preview,varaha-purana,/library/varaha-purana,,"Edition or translation of the Varaha Purana, Vaishnava cosmology, ritual observance, pilgrimage, and the Varaha incarnation.",/library/books/varaha-purana
111,Vayu Purana,,scriptural,https://drive.google.com/file/d/1gPv9RvdnLy2a-wBKiXLkfSHnehtYEclz/view?usp=sharing,https://drive.google.com/file/d/1gPv9RvdnLy2a-wBKiXLkfSHnehtYEclz/preview,vayu-purana,/library/vayu-purana,,"Edition or translation of the Vayu Purana, cosmology, genealogies, dynastic memory, and ancient sacred lore.",/library/books/vayu-purana
112,Vishnu Purana,,scriptural,https://drive.google.com/file/d/1d9-mtgY3brugX-OnLh52faVSXP7ZHJPS/view?usp=sharing,https://drive.google.com/file/d/1d9-mtgY3brugX-OnLh52faVSXP7ZHJPS/preview,vishnu-purana,/library/vishnu-purana,,"Edition or translation of the Vishnu Purana, creation, dynasties, avatara doctrine, cosmology, and dharma in a foundational Vaishnava Purana.",/library/books/vishnu-purana
113,Light of the Vedas,David Frawley,svayambodha,https://drive.google.com/file/d/1vRMqUszKUxpo0nY4hAvOyAWTASKKm8OL/view?usp=sharing,https://drive.google.com/file/d/1vRMqUszKUxpo0nY4hAvOyAWTASKKm8OL/preview,light-of-the-vedas,/library/light-of-the-vedas,,"Newsletter-style reflections and essays on Vedic spirituality, leadership, and contemporary applications of Vedic thought.",/library/books/light-of-the-vedas
114,Argument and Design the Unity of the Mahabharata,"Vishwa Adluri, Joydeep Bagchee",svayambodha,https://drive.google.com/file/d/1Jxn5CfePIAOzfAz5SzwHu-f2yb6dIJb2/view?usp=sharing,https://drive.google.com/file/d/1Jxn5CfePIAOzfAz5SzwHu-f2yb6dIJb2/preview,argument-and-design-the-unity-of-the-mahabharata,/library/argument-and-design-the-unity-of-the-mahabharata,,Study arguing for the literary and philosophical unity of the Mahabharata against fragmenting critical models.,/library/books/argument-and-design-the-unity-of-the-mahabharata
