node_id,title,author,type,source,domain_1,domain_2,lens
book:bol-https://www.academia.edu/32806838/the_epistemological_event_horizon_in_archaeology,The Epistemological Event Horizon In Archaeology,George van Driem,book,library,darshanas-and-philosophy,,
book:bol-http://www.safarmer.com/indo-eurasian/sibri,Sibri and the South Cemetery of Mehrgarh,Marielle Santoni,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.researchgate.net/publication/339739681_sanauli_a_late_harappan_burial_site,Sanauli a Late Harappan Burial Site,Sharma et al.,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.scribd.com/document/260613722/origin-of-early-harappan-cultures-in-the-sarasvati-valley-recent-archaeological-evidence-and-radiometric-dates,Origin Of Early Harappan Cultures In The Sarasvati Valley,KN Dikshit,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/14422781/indus_valley_microscopy_and_crystallography,Indus Valley Electron Microscopy And Crystallography,Chandra Prakash Trivedi,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/33047934/vishnu_in_rigveda,Vishnu In Rigveda,Dmitri Semenov,book,library,sruti-and-veda,,
book:bol-https://www.academia.edu/40693122/semenenko_a_a_on_the_true_meaning_of_ashva_in_rigveda,True Meaning Of Ashva,Aleksandr Semenenko,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/27920498/the_indo_european_cloudland,The Indo European Cloudland,Michel Danino,book,library,indology-and-civilizational-critique,,purva-paksha
book:bol-http://koenraadelst.blogspot.com/2014/03/shrikant-talageri-vs-hans-heinrich-hock.html,The Debate Between Talageri and Hoch,Koenraad Elst,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/38556391/the_a_of_abc_of_indian_chronology_dimensions_of_the_aryan_problem_revisited_in_2017,The A of ABC of Indian chronology: Dimensions of the Aryan problem revisited in 2017,Sastry and Kalyanasundaram,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/37699698/short_notes_on_paninian_sanskrit_versus_expected_mature_harappan_language_2018,Short Notes On Paninian Sanskrit Versus Mature Harappan,Igor A. Tonoyan-Belyayev,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/36983855/rigvedic_and_written_mature_harappan_part_2_2018_,Rigvedic And Written Mature Harappan 2,Igor A. Tonoyan-Belyayev,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/36977387/rigvedic_and_written_mature_harappan_part_1_2018_,Rigvedic And Written Mature Harappan 1,Igor A. Tonoyan-Belyayev,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/37972069/on_the_meaning_of_hymns_to_maruts_in_rigveda,On the Meaning of Hymns to Maruts in the Rigveda,Dmitri Semenov,book,library,sruti-and-veda,sindhu-sarasvati-and-origins,
book:bol-https://doi.org/10.1017/ehs.2020.14,Munda Languages Are Father Tongues But Japanese and Korean Are Not,George van Driem,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://asc.iitgn.ac.in/assets/publications/research_papers/methodological_issues_in_the_indo-european_debate_m_danino_2019,Methodological Issues In The Indo European Debate,Michel Danino,book,library,sindhu-sarasvati-and-origins,language-and-sanskrit,
book:bol-https://www.academia.edu/20041969/the_conflict_between_vedic_aryans_and_iranians,Iranians Vs Vedic Aryans,Koenraad Elst,book,library,sindhu-sarasvati-and-origins,,
book:bol-http://dx.doi.org/10.1163/9789004409354_014,Indo Uralic Indo Anatolian Indo Tocharian,Michael Peyrot,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/43475166/semenenko_a_a_images_of_solar_bulls_in_early_harappa_rigveda_and_avesta_as_manifestations_of_one_and_the_same_ancient_aryan_cult,Images Of Solar Bulls,Aleksandr Semenenko,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://doi.org/10.1371/journal.pone.0185684,Harappan Discontinuity 4500 Ybp,Pokharia et al.,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/44476370/in_search_of_the_oldest_common_indo_european_urheimat_preliminary_linguistic_evidence_from_dravidian,In Search Of The Oldest Common Indo European Urheimat,Igor A. Tonoyan-Belyayev,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/43671591/the_%e1%b9%9agvedic_religious_system_and_its_central_asian_and_hindukush_antecedents,Antecedents Of Rig Vedic Religion,Michael Witzel,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://indiafacts.org/excavations-show-the-cultural-continuity-of-the-vedic-harappans/,Excavating Vedic Harappans,Koenraad Elst,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/31296251/coexistence_of_culture_and_civilization_a_study_in_terms_of_indus_valley_civilization_and_chalcolithic_cultures_of_ganga_plain,Coexistence of Culture and Civilization ISC and OCP,Sontakke and Sontakke,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/8246055/animal_based_subsistence_in_the_ganga_valley,Animal Subsistence In Ganga Valley,PP Joglekar,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/18306905/the_eurasian_spread_zone_and_the_indo_european_dispersal,Eurasian Spreadzone And IE Dispersal,Johanna Nichols,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.science.org/doi/10.1126/science.aav1002,Ancient Cattle Genomics,Verdugo et al.,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/28869625/the_epicenter_of_the_indo-european_linguistic_spread,Epicenter of the Indo-European Linguistic Spread,Johanna Nichols,book,library,sindhu-sarasvati-and-origins,language-and-sanskrit,
book:bol-https://www.academia.edu/243477/chronology_and_culture_history_in_the_indus_valley,Chronology And Culture History In The Indus Valley,Mark Manuel,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://pragyata.com/ait-and-the-science-of-linguistics/,AIT And Linguistics,Koenraad Elst,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/29284028/discovering_the_sarasvati_river_from_1855_to_2014,Discovering The Sarasvati River,Michel Danino,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.researchgate.net/publication/46734907_chera_chola_pandya_using_archaeological_evidence_to_identify_the_tamil_kingdoms_of_early_historic_south_india,Chera Chola Pandya Using Archaeological Evidence to Identify the Tamil Kingdoms of Early Historic South India,Shinu Abraham,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/38344745/semenenko_aleksandr_andreyevich_the_absence_of_the_sword_from_rigveda_and_atharvaveda_and_the_problem_of_indo_aryans_origin,Absence Of Sword From Rig Veda,Aleksandr Semenenko,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/40104001/demilitarizing_the_rigveda_a_scrutiny_of_vedic_horses_chariots_and_warfare,Demilitarizing The Rigveda,Michel Danino,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://doi.org/10.11588/ejvs.2001.3.830,Autochthonous Aryans,Michael Witzel,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/43763287/a_timeline_of_ayodhya_nicole_elfi_and_michel_danino,A Timeline Of Ayodhya,Nicole Elfi and Michel Danino,book,library,history-and-civilizational-recovery,sindhu-sarasvati-and-origins,svayambodha
book:bol-https://www.academia.edu/12539595/decipherment_of_indus_valley_seals_indus_valley_human_genetics,Decipherment Of Indus Valley Vedic Seals,Chandra Prakash Trivedi,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/31811479/asura_and_its_derivatives_in_rigveda,Asura And Its Derivatives In Rigveda,Dmitri Semenov,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/10168597/a_prehistoric_thoroughfare_between_the_ganges_and_the_himalayas,A Prehistoric Thoroughfare Between The Ganges and the Himalaya,George van Driem,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/27879822/from_sarasvati_to_ganga,From Sarasvati To Ganga,Michel Danino,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/43472674/decipherment_of_indus_valley_script_and_rebuses,Decipherment Of Indus Valley Seals,Srini Kalyanaraman,book,library,sindhu-sarasvati-and-origins,,
book:bol-http://koenraadelst.blogspot.com/2019/05/astronomical-chronology-of-vedic.html,Astronomical Chronology Of Vedic Literature,Koenraad Elst,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/37026878/a_note_on_pie_and_nuclear_nostratic_nn_preliminary_report,A Note On PIE And Nuclear Nostratic,Igor A. Tonoyan-Belyayev,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/36998766/five_waves_of_indo_european_expansion_a_preliminary_model_2018_,Five Waves Of Indo European Expansion,Igor A. Tonoyan-Belyayev,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.researchgate.net/publication/316664725_converging_views_on_asian_prehistory_from_different_windows_on_the_past,Converging Views On Asian Prehistory,George van Driem,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://doi.org/10.1002/9781119055280.ch13,Aryans And The Indus Civilization,Michel Danino,book,library,sindhu-sarasvati-and-origins,,
book:bol-http://nrs.harvard.edu/urn-3:hul.instrepos:9886300,Females In Rig Veda,Michael Witzel,book,library,sruti-and-veda,,
book:bol-https://doi.org/10.11114/ijsss.v6i1.2809,Continuity Of European Languages,Anton Perdih,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://doi.org/10.1371/journal.pone.0192299,Archaeological and Anthropological Studies on the Harappan Cemetery of Rakhigarhi,Shinde et a.,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/23253141/a_dravido_harappan_connection_the_issue_of_methodology,A Dravido Harappan Connection The Issue,Michel Danino,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/43690308/on_indian_historical_writing_the_case_of_the_va%e1%b9%83%c5%9b%c4%81val%c4%abs,Indian Historical Writing,Michael Witzel,book,library,history-and-civilizational-recovery,civilizational-consciousness,svayambodha
book:bol-https://www.academia.edu/39599444/fabricating_evidence_in_support_of_the_aryan_invasion_migration_theory,Fabricating Evidence In Support Of The AIT,Michel Danino,book,library,sindhu-sarasvati-and-origins,history-and-civilizational-recovery,
book:bol-https://doi.org/10.1007/s12038-012-9256-9,Complex Genetic Origin of Indian Populations and Its Implications,Tamang et al.,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://doi.org/10.1016/j.quaint.2016.09.018,Archaeobotany Of Ganga Plain 2500 BC,Pokharia et al.,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://a-genetics.blogspot.com/2021/11/narasimhan-criticism-1.html,Scratching my head! — Criticism of Narsimhan VM et al 2019,Ashish Kulkarni,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://www.academia.edu/7683313/the_chronology_of_puranic_kings_and_rigvedic_rishis_in_comparison_with_the_phases_of_the_sindhu_sarasvati_civilization,Chronology Of Kings Puranic Kings and Rigvedic Rshis,Giacomo Benedetti,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://talageri.blogspot.com/2020/04/aryas-dasas-and-dasyus-in-rigveda.html,"Aryas, Dasas and Dasyus",Shrikant Talageri,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://talageri.blogspot.com/2017/07/the-aryan-story-vs-true-aryan-history.html,Aryan Story vs True Aryan History,Shrikant Talageri,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://talageri.blogspot.com/2020/05/the-varsagira-battle-in-rigveda.html,Varsagira Battle,Shrikant Talageri,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://talageri.blogspot.com/2019/09/rakhigarhi-and-after.html,Rakhigarhi and After,Shrikant Talageri,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://talageri.blogspot.com/2020/07/the-full-out-of-india-case-in-short.html,Out of India Case in Full,Shrikant Talageri,book,library,sindhu-sarasvati-and-origins,,
book:bol-https://doi.org/10.1017/9781108758666,The Indo European Language Family,Thomas Olander,book,library,sindhu-sarasvati-and-origins,language-and-sanskrit,
b1000:1,The Rig Veda,Ralph T. H. Griffith,book,bharata1000,sruti-and-veda,,
b1000:3,The Rigveda: The Earliest Religious Poetry of India,Stephanie Jamison & Joel Brereton,book,bharata1000,sruti-and-veda,,
b1000:4,Hymns of the Rigveda,H. H. Wilson,book,bharata1000,sruti-and-veda,,
b1000:5,The Rig Veda Samhita,"Sri Aurobindo (selections, with commentary)",book,bharata1000,sruti-and-veda,,
b1000:7,Hymns to the Mystic Fire,Sri Aurobindo,book,bharata1000,sruti-and-veda,,
b1000:8,The Sama Veda,Ralph T. H. Griffith,book,bharata1000,sruti-and-veda,,
b1000:9,Hymns of the Samaveda,Devi Chand,book,bharata1000,sruti-and-veda,,
b1000:10,The Yajur Veda (White),Ralph T. H. Griffith,book,bharata1000,sruti-and-veda,,
b1000:11,The Shatapatha Brahmana,Julius Eggeling (5 vols),book,bharata1000,sruti-and-veda,,
b1000:12,The Krishna Yajurveda,Arthur Berriedale Keith (Taittiriya Samhita),book,bharata1000,sruti-and-veda,,
b1000:13,The Atharva Veda,Maurice Bloomfield,book,bharata1000,sruti-and-veda,,
b1000:14,Hymns of the Atharvaveda,Ralph T. H. Griffith,book,bharata1000,sruti-and-veda,,
b1000:15,Atharvaveda,William Dwight Whitney,book,bharata1000,sruti-and-veda,,
b1000:16,Vedic Hymns,Max Müller,book,bharata1000,sruti-and-veda,,
b1000:17,The Hymns of the Rgveda in the Eighth Mandala,H. D. Velankar,book,bharata1000,sruti-and-veda,,
b1000:18,Vedic Mythology,Arthur Anthony Macdonell,book,bharata1000,sruti-and-veda,,
b1000:19,Vedic Index of Names and Subjects,A. A. Macdonell & A. B. Keith,book,bharata1000,sruti-and-veda,,
b1000:20,The Religion and Philosophy of the Veda and Upanishads,A. B. Keith,book,bharata1000,sruti-and-veda,,
b1000:21,The Aitareya Brahmana,Martin Haug,book,bharata1000,sruti-and-veda,,
b1000:22,The Kaushitaki Brahmana,E. R. Sreekrishna Sarma,book,bharata1000,sruti-and-veda,,
b1000:23,The Tandya Mahabrahmana,W. Caland,book,bharata1000,sruti-and-veda,,
b1000:24,The Jaiminiya Brahmana,H. W. Bodewitz (selections),book,bharata1000,sruti-and-veda,,
b1000:25,The Aitareya Aranyaka,Arthur Berriedale Keith,book,bharata1000,sruti-and-veda,,
b1000:26,The Taittiriya Aranyaka,A. Mahadeva Sastri,book,bharata1000,sruti-and-veda,,
b1000:27,Brahmanas and Aranyakas,Sukumari Bhattacharji,book,bharata1000,sruti-and-veda,,
b1000:28,The Principal Upanishads,S. Radhakrishnan,book,bharata1000,sruti-and-veda,,
b1000:29,The Thirteen Principal Upanishads,Robert Ernest Hume,book,bharata1000,sruti-and-veda,,
b1000:30,The Upanishads,Eknath Easwaran,book,bharata1000,sruti-and-veda,,
b1000:31,The Upanishads,Swami Nikhilananda (4 vols),book,bharata1000,sruti-and-veda,,
b1000:32,The Early Upanishads,Patrick Olivelle,book,bharata1000,sruti-and-veda,,
b1000:33,Eight Upanishads with the Commentary of Sankaracharya,Swami Gambhirananda,book,bharata1000,sruti-and-veda,,
b1000:34,The Brihadaranyaka Upanishad with Shankara's Commentary,Swami Madhavananda,book,bharata1000,sruti-and-veda,,
b1000:35,The Chandogya Upanishad with Shankara's Commentary,Swami Gambhirananda,book,bharata1000,sruti-and-veda,,
b1000:36,The Isa Upanishad,Sri Aurobindo,book,bharata1000,sruti-and-veda,,
b1000:37,The Kena Upanishad,Sri Aurobindo,book,bharata1000,sruti-and-veda,,
b1000:38,The Katha Upanishad,Swami Sarvananda,book,bharata1000,sruti-and-veda,,
b1000:39,The Mandukya Upanishad with Gaudapada's Karika,Swami Nikhilananda,book,bharata1000,sruti-and-veda,,
b1000:40,The Mundaka Upanishad,Swami Sarvananda,book,bharata1000,sruti-and-veda,,
b1000:41,The Prashna Upanishad,Swami Sharvananda,book,bharata1000,sruti-and-veda,,
b1000:42,The Taittiriya Upanishad,Swami Sharvananda,book,bharata1000,sruti-and-veda,,
b1000:43,The Aitareya Upanishad,Swami Sharvananda,book,bharata1000,sruti-and-veda,,
b1000:44,The Shvetashvatara Upanishad,Swami Tyagisananda,book,bharata1000,sruti-and-veda,,
b1000:45,Thirty Minor Upanishads,K. Narayanasvami Aiyar,book,bharata1000,sruti-and-veda,,
b1000:46,The Yoga Upanishads,T. R. Srinivasa Ayyangar,book,bharata1000,sruti-and-veda,,
b1000:47,The Saiva Upanishads,T. R. Srinivasa Ayyangar,book,bharata1000,sruti-and-veda,,
b1000:48,The Vaishnava Upanishads,A. G. Krishna Warrier,book,bharata1000,sruti-and-veda,,
b1000:49,The Sakta Upanishads,A. G. Krishna Warrier,book,bharata1000,sruti-and-veda,,
b1000:50,The Sannyasa Upanishads,Patrick Olivelle,book,bharata1000,sruti-and-veda,,
b1000:51,The Mahabharata,"Bibek Debroy (10 vols, unabridged)",book,bharata1000,puranas-and-itihasa,,
b1000:52,The Mahabharata,"J. A. B. van Buitenen (3 vols, partial)",book,bharata1000,puranas-and-itihasa,,
b1000:53,The Mahabharata,Kisari Mohan Ganguli (12 vols),book,bharata1000,puranas-and-itihasa,,
b1000:54,The Mahabharata,C. Rajagopalachari (abridged),book,bharata1000,puranas-and-itihasa,,
b1000:55,The Mahabharata,Ramesh Menon (modern retelling),book,bharata1000,puranas-and-itihasa,,
b1000:56,The Mahabharata,P. Lal (transcreation),book,bharata1000,puranas-and-itihasa,,
b1000:57,Mahabharata Unravelled,Ami Ganatra,book,bharata1000,puranas-and-itihasa,,
b1000:58,The Difficulty of Being Good,Gurcharan Das,book,bharata1000,puranas-and-itihasa,,
b1000:59,Yuganta: The End of an Epoch,Iravati Karve,book,bharata1000,puranas-and-itihasa,,
b1000:60,On the Meaning of the Mahabharata,V. S. Sukthankar,book,bharata1000,puranas-and-itihasa,,
b1000:61,The Mahabharata: An Inquiry in the Human Condition,Chaturvedi Badrinath,book,bharata1000,puranas-and-itihasa,,
b1000:62,Reading the Fifth Veda,Alf Hiltebeitel,book,bharata1000,puranas-and-itihasa,,
b1000:63,The Ritual of Battle: Krishna in the Mahabharata,Alf Hiltebeitel,book,bharata1000,puranas-and-itihasa,,
b1000:64,Rethinking the Mahabharata,Alf Hiltebeitel,book,bharata1000,puranas-and-itihasa,,
b1000:65,The Cult of Draupadi,Alf Hiltebeitel (2 vols),book,bharata1000,puranas-and-itihasa,,
b1000:66,The Mahabharata: A Modern Rendering,Ramesh Menon,book,bharata1000,puranas-and-itihasa,,
b1000:67,Mahabharata Now,Arindam Chakrabarti & Sibaji Bandyopadhyay,book,bharata1000,puranas-and-itihasa,,
b1000:68,The Mahabharata: A Literary Study,Krishna Chaitanya,book,bharata1000,puranas-and-itihasa,,
b1000:69,The Mahabharata Patriline,Simon Brodbeck,book,bharata1000,puranas-and-itihasa,,
b1000:70,Krishna's Mahabharatas,Buddhadeva Bose,book,bharata1000,puranas-and-itihasa,,
b1000:71,Bhagavad Gita As It Is,A. C. Bhaktivedanta Swami Prabhupada,book,bharata1000,puranas-and-itihasa,,
b1000:72,The Bhagavad Gita,Eknath Easwaran,book,bharata1000,puranas-and-itihasa,,
b1000:73,The Bhagavad Gita According to Gandhi,M. K. Gandhi,book,bharata1000,puranas-and-itihasa,,
b1000:74,Essays on the Gita,Sri Aurobindo,book,bharata1000,puranas-and-itihasa,,
b1000:75,Bhagavad Gita with the Commentary of Sankaracharya,Swami Gambhirananda,book,bharata1000,puranas-and-itihasa,,
b1000:76,Srimad Bhagavad Gita Bhasya of Sri Sankaracharya,A. G. Krishna Warrier,book,bharata1000,puranas-and-itihasa,,
b1000:77,Bhagavad Gita with the Commentary of Ramanuja,Swami Adidevananda,book,bharata1000,puranas-and-itihasa,,
b1000:78,The Bhagavad Gita,S. Radhakrishnan,book,bharata1000,puranas-and-itihasa,,
b1000:79,The Bhagavad Gita,Winthrop Sargeant,book,bharata1000,puranas-and-itihasa,,
b1000:80,The Bhagavad Gita,Graham Schweig,book,bharata1000,puranas-and-itihasa,,
b1000:81,The Bhagavad Gita,Laurie L. Patton,book,bharata1000,puranas-and-itihasa,,
b1000:82,Jnaneshwari,Sant Jnaneshwar (V. G. Pradhan trans.),book,bharata1000,puranas-and-itihasa,,
b1000:83,Gita Rahasya,Bal Gangadhar Tilak,book,bharata1000,puranas-and-itihasa,,
b1000:84,The Holy Geeta,Swami Chinmayananda,book,bharata1000,puranas-and-itihasa,,
b1000:85,The Bhagavad Gita: A New Translation,Stephen Mitchell,book,bharata1000,puranas-and-itihasa,,
b1000:86,Talks on the Gita,Vinoba Bhave,book,bharata1000,puranas-and-itihasa,,
b1000:87,Discourses on the Gita,Sri Ramana Maharshi,book,bharata1000,puranas-and-itihasa,,
b1000:88,The Mahabharata's Bhagavad Gita,Rita Sherma & Arvind Sharma (eds.),book,bharata1000,puranas-and-itihasa,,
b1000:89,The Valmiki Ramayana,Bibek Debroy (3 vols),book,bharata1000,puranas-and-itihasa,,
b1000:90,The Ramayana of Valmiki,"Robert P. Goldman et al. (Princeton, 7 vols)",book,bharata1000,puranas-and-itihasa,,
b1000:91,The Ramayana,C. Rajagopalachari,book,bharata1000,puranas-and-itihasa,,
b1000:92,The Ramayana,Ramesh Menon,book,bharata1000,puranas-and-itihasa,,
b1000:93,The Ramayana,R. K. Narayan,book,bharata1000,puranas-and-itihasa,,
b1000:94,Ramayana Unravelled,Ami Ganatra,book,bharata1000,puranas-and-itihasa,,
b1000:95,The Adhyatma Ramayana,Swami Tapasyananda,book,bharata1000,puranas-and-itihasa,,
b1000:96,Ramcharitmanas of Tulsidas,F. S. Growse,book,bharata1000,puranas-and-itihasa,,
b1000:97,Ramcharitmanas,R. C. Prasad,book,bharata1000,puranas-and-itihasa,,
b1000:98,Kamba Ramayanam,P. S. Sundaram,book,bharata1000,puranas-and-itihasa,,
b1000:99,Iramavataram,A. K. Ramanujan (selections),book,bharata1000,puranas-and-itihasa,,
b1000:100,Yoga Vasistha,Swami Venkatesananda,book,bharata1000,puranas-and-itihasa,,
b1000:101,The Concise Yoga Vasistha,Swami Venkatesananda,book,bharata1000,puranas-and-itihasa,,
b1000:102,Many Ramayanas,Paula Richman (ed.),book,bharata1000,puranas-and-itihasa,,
b1000:103,Questioning Ramayanas,Paula Richman (ed.),book,bharata1000,puranas-and-itihasa,,
b1000:104,The Ramayana Revisited,Mandakranta Bose (ed.),book,bharata1000,puranas-and-itihasa,,
b1000:105,The Ramayana in Indian Thought and Literature,V. Raghavan,book,bharata1000,puranas-and-itihasa,,
b1000:106,The Ramayana Tradition in Asia,V. Raghavan (ed.),book,bharata1000,puranas-and-itihasa,,
b1000:107,The Mystery of Sita,Sampadananda Mishra,book,bharata1000,puranas-and-itihasa,,
b1000:108,Sita's Sister,Kavita Kane,book,bharata1000,puranas-and-itihasa,,
b1000:109,Asura: Tale of the Vanquished,Anand Neelakantan,book,bharata1000,puranas-and-itihasa,,
b1000:110,Ramayana: The Game of Life,Shubha Vilas,book,bharata1000,puranas-and-itihasa,,
b1000:111,The Bhagavata Purana,Edwin Bryant (selections),book,bharata1000,puranas-and-itihasa,,
b1000:112,Srimad Bhagavatam,A. C. Bhaktivedanta Swami Prabhupada,book,bharata1000,puranas-and-itihasa,,
b1000:113,Srimad Bhagavata Mahapurana,C. L. Goswami (2 vols),book,bharata1000,puranas-and-itihasa,,
b1000:114,The Bhagavata Purana,Ramesh Menon,book,bharata1000,puranas-and-itihasa,,
b1000:115,Krishna: The Beautiful Legend of God (Bhagavata Book X),Edwin Bryant,book,bharata1000,puranas-and-itihasa,,
b1000:116,The Vishnu Purana,H. H. Wilson,book,bharata1000,puranas-and-itihasa,,
b1000:117,The Shiva Purana,"J. L. Shastri (Motilal, 4 vols)",book,bharata1000,puranas-and-itihasa,,
b1000:118,The Linga Purana,J. L. Shastri (2 vols),book,bharata1000,puranas-and-itihasa,,
b1000:119,The Skanda Purana,G. V. Tagare (multi-vol),book,bharata1000,puranas-and-itihasa,,
b1000:120,The Markandeya Purana,F. Eden Pargiter,book,bharata1000,puranas-and-itihasa,,
b1000:121,The Devi Bhagavata Purana,Swami Vijnanananda,book,bharata1000,puranas-and-itihasa,,
b1000:122,The Devi Mahatmya,Swami Jagadiswarananda,book,bharata1000,puranas-and-itihasa,,
b1000:123,Encountering the Goddess: A Translation of the Devi-Mahatmya,Thomas Coburn,book,bharata1000,puranas-and-itihasa,,
b1000:124,The Garuda Purana,Ernest Wood & S. V. Subrahmanyam,book,bharata1000,puranas-and-itihasa,,
b1000:125,The Agni Purana,N. Gangadharan,book,bharata1000,puranas-and-itihasa,,
b1000:126,The Vamana Purana,Anand Swarup Gupta,book,bharata1000,puranas-and-itihasa,,
b1000:127,The Brahma Purana,G. P. Bhatt (Motilal),book,bharata1000,puranas-and-itihasa,,
b1000:128,The Brahmavaivarta Purana,Rajendra Nath Sen,book,bharata1000,puranas-and-itihasa,,
b1000:129,The Brahmanda Purana,G. V. Tagare,book,bharata1000,puranas-and-itihasa,,
b1000:130,The Padma Purana,N. A. Deshpande,book,bharata1000,puranas-and-itihasa,,
b1000:131,The Matsya Purana,A Taluqdar of Oudh,book,bharata1000,puranas-and-itihasa,,
b1000:132,The Kurma Purana,G. V. Tagare,book,bharata1000,puranas-and-itihasa,,
b1000:133,The Varaha Purana,Venkitasubramonia Iyer,book,bharata1000,puranas-and-itihasa,,
b1000:134,The Narada Purana,G. V. Tagare,book,bharata1000,puranas-and-itihasa,,
b1000:135,The Bhavishya Purana,Motilal Banarsidass edition,book,bharata1000,puranas-and-itihasa,,
b1000:136,Kalki Purana,B. K. Chaturvedi,book,bharata1000,puranas-and-itihasa,,
b1000:137,The Ancient Indian Cosmogony,Sukumari Bhattacharji,book,bharata1000,puranas-and-itihasa,,
b1000:138,Puranic Encyclopaedia,Vettam Mani,book,bharata1000,puranas-and-itihasa,,
b1000:139,Studies in the Puranic Records on Hindu Rites and Customs,R. C. Hazra,book,bharata1000,puranas-and-itihasa,,
b1000:140,Studies in the Upapuranas,R. C. Hazra (2 vols),book,bharata1000,puranas-and-itihasa,,
b1000:141,The Puranas: A Study in Indian Religious Tradition,V. R. Ramachandra Dikshitar,book,bharata1000,puranas-and-itihasa,,
b1000:142,Classical Hindu Mythology,Cornelia Dimmitt & J. A. B. van Buitenen,book,bharata1000,puranas-and-itihasa,,
b1000:144,Hindu World,Benjamin Walker (2 vols),book,bharata1000,puranas-and-itihasa,,
b1000:145,The Indian Theogony,Sukumari Bhattacharji,book,bharata1000,puranas-and-itihasa,,
b1000:146,The Nyaya Sutras of Gautama,Mahamahopadhyaya Satisa Chandra Vidyabhusana,book,bharata1000,darshanas-and-philosophy,,
b1000:147,Nyaya-Bhashya of Vatsyayana,Ganganatha Jha,book,bharata1000,darshanas-and-philosophy,,
b1000:148,A History of Indian Logic,S. C. Vidyabhusana,book,bharata1000,darshanas-and-philosophy,,
b1000:149,Indian Logic and Atomism,Arthur Berriedale Keith,book,bharata1000,darshanas-and-philosophy,,
b1000:151,Perception: An Essay on Classical Indian Theories of Knowledge,Bimal Krishna Matilal,book,bharata1000,darshanas-and-philosophy,,
b1000:152,The Character of Logic in India,Bimal Krishna Matilal,book,bharata1000,darshanas-and-philosophy,,
b1000:153,"Epistemology, Logic, and Grammar in Indian Philosophical Analysis",Bimal Krishna Matilal,book,bharata1000,darshanas-and-philosophy,,
b1000:154,Gangesha's Theory of Indeterminate Perception,Stephen Phillips,book,bharata1000,darshanas-and-philosophy,,
b1000:155,Classical Indian Metaphysics,Stephen Phillips,book,bharata1000,darshanas-and-philosophy,,
b1000:156,Epistemology of Perception,J. N. Mohanty,book,bharata1000,darshanas-and-philosophy,,
b1000:157,Indian Philosophy: A Counter-Perspective,Daya Krishna,book,bharata1000,darshanas-and-philosophy,,
